"delta","sigma","IA_N","FA_N","N_max","Pr_fav","Pr_prom","Pr_unfav","Sig_fixed","Sig_fixed_fav","Sig_fixed_prom","Sig_fixed_unfav","Sig_ada","Sig_ada_fav","Sig_ada_prom","Sig_ada_unfav","ASN","ASN_fav","ASN_prom","ASN_unfav"
1.7,5,208,442,884,0.7497,0.1456,0.1047,0.9415,0.985460851007069,0.902472527472527,0.680993314231137,0.9531,0.985460851007069,0.982142857142857,0.680993314231137,474.8095,442,667.339972527473,442
1.71,5,208,442,884,0.7522,0.1456,0.1022,0.9458,0.987636266950279,0.909340659340659,0.689823874755382,0.9565,0.987636266950279,0.98282967032967,0.689823874755382,474.075,442,662.29532967033,442
1.72,5,208,442,884,0.7631,0.1403,0.0966,0.9478,0.986895557594024,0.908054169636493,0.696687370600414,0.9588,0.986895557594024,0.986457590876693,0.696687370600414,473.5608,442,666.952245188881,442
1.73,5,208,442,884,0.7614,0.1453,0.0933,0.949,0.986472287890728,0.903647625602202,0.713826366559486,0.9607,0.986472287890728,0.984170681348933,0.713826366559486,473.43,442,658.311080523056,442
1.74,5,208,442,884,0.7683,0.1423,0.0894,0.9537,0.989977873226604,0.907238229093465,0.715883668903803,0.9645,0.989977873226604,0.983134223471539,0.715883668903803,473.8604,442,665.895994378075,442
1.75,5,208,442,884,0.7771,0.1368,0.0861,0.9603,0.989447947497105,0.921783625730994,0.758420441347271,0.9687,0.989447947497105,0.983187134502924,0.758420441347271,472.1133,442,662.126461988304,442
1.76,5,208,442,884,0.7807,0.1318,0.0875,0.9567,0.989752785961317,0.919575113808801,0.717714285714286,0.9647,0.989752785961317,0.980273141122914,0.717714285714286,471.3509,442,664.692716236722,442
1.77,5,208,442,884,0.7868,0.1293,0.0839,0.9621,0.991611591255719,0.924980665119876,0.742550655542312,0.9703,0.991611591255719,0.988399071925754,0.742550655542312,470.693,442,663.910286156226,442
1.78,5,208,442,884,0.7871,0.127,0.0859,0.9622,0.991233642485072,0.933858267716535,0.738067520372526,0.969,0.991233642485072,0.98740157480315,0.738067520372526,469.6642,442,659.828346456693,442
1.79,5,208,442,884,0.7853,0.1339,0.0808,0.9592,0.989430790780593,0.897684839432412,0.767326732673267,0.9712,0.989430790780593,0.987303958177745,0.767326732673267,471.3054,442,660.860343539955,442
1.8,5,208,442,884,0.7962,0.1258,0.078,0.9663,0.992338608389852,0.926073131955485,0.765384615384615,0.9746,0.992338608389852,0.992050874403816,0.765384615384615,469.3201,442,659.170906200318,442
1.81,5,208,442,884,0.8002,0.1245,0.0753,0.9673,0.99087728067983,0.93574297188755,0.768924302788845,0.9737,0.99087728067983,0.98714859437751,0.768924302788845,469.7044,442,664.525301204819,442
1.82,5,208,442,884,0.807,0.118,0.075,0.9685,0.99182156133829,0.938135593220339,0.765333333333333,0.9745,0.99182156133829,0.988983050847458,0.765333333333333,467.6365,442,659.258474576271,442
1.83,5,208,442,884,0.8062,0.1193,0.0745,0.9705,0.993922103696353,0.937971500419111,0.769127516778524,0.9768,0.993922103696353,0.990779547359598,0.769127516778524,468.1778,442,661.428331936295,442
1.84,5,208,442,884,0.8132,0.1174,0.0694,0.9689,0.991269060501722,0.949744463373083,0.739193083573487,0.9737,0.991269060501722,0.990630323679727,0.739193083573487,467.2372,442,656.967632027257,442
1.85,5,208,442,884,0.8196,0.1185,0.0619,0.9768,0.994387506100537,0.945147679324895,0.804523424878837,0.9818,0.994387506100537,0.987341772151899,0.804523424878837,468.4596,442,665.28776371308,442
1.86,5,208,442,884,0.8154,0.1186,0.066,0.9733,0.993254844248222,0.935075885328836,0.795454545454545,0.9795,0.993254844248222,0.987352445193929,0.795454545454545,468.1102,442,662.153456998314,442
1.87,5,208,442,884,0.821,0.112,0.067,0.975,0.993422655298417,0.941071428571429,0.805970149253731,0.9805,0.993422655298417,0.990178571428571,0.805970149253731,466.5727,442,661.399107142857,442
1.88,5,208,442,884,0.8221,0.1163,0.0616,0.9739,0.994161294246442,0.939810834049871,0.767857142857143,0.9794,0.994161294246442,0.987102321582115,0.767857142857143,467.1018,442,657.836629406707,442
1.89,5,208,442,884,0.8291,0.11,0.0609,0.9748,0.994089977083585,0.939090909090909,0.776683087027915,0.9806,0.994089977083585,0.991818181818182,0.776683087027915,466.2385,442,662.35,442
1.9,5,208,442,884,0.837,0.1067,0.0563,0.98,0.995698924731183,0.9456419868791,0.811722912966252,0.9844,0.995698924731183,0.986879100281162,0.811722912966252,464.5911,442,653.725398313027,442
1.91,5,208,442,884,0.8358,0.108,0.0562,0.9807,0.996769562096195,0.950925925925926,0.798932384341637,0.985,0.996769562096195,0.990740740740741,0.798932384341637,464.582,442,651.092592592593,442
1.92,5,208,442,884,0.8406,0.1007,0.0587,0.9784,0.994527718296455,0.940417080436941,0.812606473594549,0.9833,0.994527718296455,0.989076464746773,0.812606473594549,462.9687,442,650.229394240318,442
1.93,5,208,442,884,0.8401,0.1024,0.0575,0.9798,0.994762528270444,0.9541015625,0.80695652173913,0.9837,0.994762528270444,0.9921875,0.80695652173913,463.119,442,648.240234375,442
1.94,5,208,442,884,0.8457,0.1043,0.05,0.9808,0.994797209412321,0.938638542665388,0.832,0.9863,0.994797209412321,0.99137104506232,0.832,465.0758,442,663.244487056568,442
1.95,5,208,442,884,0.8501,0.0983,0.0516,0.9809,0.995529937654394,0.947100712105799,0.804263565891473,0.9856,0.995529937654394,0.994913530010173,0.804263565891473,462.5748,442,651.306205493388,442
1.96,5,208,442,884,0.8559,0.0976,0.0465,0.9838,0.995443392919734,0.95594262295082,0.827956989247312,0.9874,0.995443392919734,0.992827868852459,0.827956989247312,463.4048,442,661.311475409836,442
1.97,5,208,442,884,0.8549,0.098,0.0471,0.9879,0.997426599602293,0.964285714285714,0.86411889596603,0.991,0.997426599602293,0.995918367346939,0.86411889596603,462.4357,442,650.527551020408,442
1.98,5,208,442,884,0.8624,0.0932,0.0444,0.9865,0.995709647495362,0.964592274678112,0.853603603603604,0.9898,0.995709647495362,1,0.853603603603604,461.9702,442,656.272532188841,442
1.99,5,208,442,884,0.8641,0.0874,0.0485,0.9891,0.997685453072561,0.969107551487414,0.872164948453608,0.9915,0.997685453072561,0.996567505720824,0.872164948453608,460.9565,442,658.893592677346,442
2,5,208,442,884,0.8714,0.0893,0.0393,0.9878,0.99701629561625,0.963045912653975,0.83969465648855,0.9906,0.99701629561625,0.994400895856663,0.83969465648855,460.8278,442,652.837625979843,442
2.01,5,208,442,884,0.8746,0.0857,0.0397,0.9886,0.997827578321518,0.96732788798133,0.831234256926952,0.9909,0.997827578321518,0.99416569428238,0.831234256926952,460.1505,442,653.791131855309,442
2.02,5,208,442,884,0.8747,0.0842,0.0411,0.988,0.997827826683434,0.958432304038005,0.839416058394161,0.9909,0.997827826683434,0.992874109263658,0.839416058394161,460.0388,442,656.237529691211,442
2.03,5,208,442,884,0.8783,0.0826,0.0391,0.9904,0.998064442673346,0.968523002421308,0.864450127877238,0.9928,0.998064442673346,0.997578692493947,0.864450127877238,459.0966,442,648.980629539952,442
2.04,5,208,442,884,0.8798,0.0779,0.0423,0.9907,0.997954080472835,0.96405648267009,0.888888888888889,0.9933,0.997954080472835,0.997432605905006,0.888888888888889,458.607,442,655.183568677792,442
2.05,5,208,442,884,0.8781,0.0832,0.0387,0.9909,0.998177884067874,0.959134615384615,0.89405684754522,0.9937,0.998177884067874,0.992788461538462,0.89405684754522,459.3438,442,650.459134615385,442
2.06,5,208,442,884,0.8833,0.0809,0.0358,0.9919,0.997622551794407,0.975278121137206,0.888268156424581,0.9937,0.997622551794407,0.997527812113721,0.888268156424581,458.4319,442,645.113720642769,442
2.07,5,208,442,884,0.8848,0.0792,0.036,0.9927,0.998417721518987,0.976010101010101,0.888888888888889,0.9941,0.998417721518987,0.993686868686869,0.888888888888889,459.434,442,662.126262626263,442
2.08,5,208,442,884,0.8927,0.0724,0.0349,0.9913,0.997759605690602,0.968232044198895,0.873925501432665,0.9932,0.997759605690602,0.994475138121547,0.873925501432665,457.9687,442,662.562154696133,442
2.09,5,208,442,884,0.8979,0.0699,0.0322,0.9917,0.998329435349148,0.974248927038627,0.84472049689441,0.9933,0.998329435349148,0.997138769670958,0.84472049689441,455.8186,442,639.690987124464,442
2.1,5,208,442,884,0.8937,0.0731,0.0332,0.9917,0.999328633769721,0.964432284541724,0.846385542168675,0.9941,0.999328633769721,0.997264021887825,0.846385542168675,457.4539,442,653.407660738714,442
2.11,5,208,442,884,0.8968,0.0703,0.0329,0.9932,0.997881355932203,0.972972972972973,0.908814589665654,0.9949,0.997881355932203,0.997155049786629,0.908814589665654,455.7111,442,637.036984352774,442
2.12,5,208,442,884,0.9008,0.0668,0.0324,0.9922,0.997890763765542,0.970059880239521,0.87962962962963,0.9939,0.997890763765542,0.995508982035928,0.87962962962963,455.0138,442,636.817365269461,442
2.13,5,208,442,884,0.9034,0.0689,0.0277,0.9948,0.999225149435466,0.975326560232221,0.898916967509025,0.9965,0.999225149435466,1,0.898916967509025,456.5865,442,653.705370101596,442
2.14,5,208,442,884,0.9084,0.0666,0.025,0.9944,0.999009247027741,0.977477477477477,0.872,0.9959,0.999009247027741,1,0.872,455.7218,442,648.033033033033,442
2.15,5,208,442,884,0.9057,0.0655,0.0288,0.994,0.998233410621619,0.972519083969466,0.909722222222222,0.9958,0.998233410621619,1,0.909722222222222,454.8824,442,638.67786259542,442
2.16,5,208,442,884,0.9087,0.0653,0.026,0.996,0.998899526796522,0.977029096477795,0.942307692307692,0.9972,0.998899526796522,0.995405819295559,0.942307692307692,455.669,442,651.326186830015,442
2.17,5,208,442,884,0.9133,0.061,0.0257,0.9944,0.99781013905617,0.986885245901639,0.891050583657588,0.9952,0.99781013905617,1,0.891050583657588,454.3445,442,644.368852459016,442
2.18,5,208,442,884,0.9148,0.0605,0.0247,0.9952,0.9991254919108,0.983471074380165,0.878542510121457,0.996,0.9991254919108,0.996694214876033,0.878542510121457,453.8719,442,638.229752066116,442
2.19,5,208,442,884,0.9147,0.0615,0.0238,0.9955,0.998797419919099,0.977235772357724,0.915966386554622,0.9969,0.998797419919099,1,0.915966386554622,454.9614,442,652.754471544715,442
2.2,5,208,442,884,0.9124,0.061,0.0266,0.9941,0.998903989478299,0.968852459016393,0.887218045112782,0.9958,0.998903989478299,0.99672131147541,0.887218045112782,454.3091,442,643.788524590164,442
2.21,5,208,442,884,0.9257,0.0521,0.0222,0.9965,0.999135789132548,0.988483685220729,0.905405405405405,0.9971,0.999135789132548,1,0.905405405405405,452.3522,442,640.698656429942,442
2.22,5,208,442,884,0.9177,0.059,0.0233,0.9956,0.999128255421162,0.983050847457627,0.888412017167382,0.9966,0.999128255421162,1,0.888412017167382,454.3965,442,652.110169491525,442
2.23,5,208,442,884,0.9237,0.0526,0.0237,0.997,0.999350438454043,0.990494296577947,0.919831223628692,0.9975,0.999350438454043,1,0.919831223628692,453.024,442,651.58174904943,442
2.24,5,208,442,884,0.9256,0.0527,0.0217,0.9974,0.999459809853068,0.992409867172676,0.921658986175115,0.9978,0.999459809853068,1,0.921658986175115,452.7585,442,646.146110056926,442
2.25,5,208,442,884,0.9277,0.0523,0.02,0.9973,0.999353239193705,0.980879541108987,0.945,0.9982,0.999353239193705,0.998087954110899,0.945,453.1911,442,655.97896749522,442
2.26,5,208,442,884,0.9292,0.0531,0.0177,0.9976,0.999139044339217,0.986817325800377,0.949152542372881,0.998,0.999139044339217,0.994350282485876,0.949152542372881,452.9685,442,648.563088512241,442
2.27,5,208,442,884,0.9329,0.0497,0.0174,0.9972,0.998928073748526,0.989939637826962,0.925287356321839,0.9976,0.998928073748526,0.997987927565392,0.925287356321839,452.2616,442,648.470824949698,442
2.28,5,208,442,884,0.9321,0.0491,0.0188,0.9974,0.999463576869435,0.981670061099796,0.936170212765957,0.9981,0.999463576869435,0.995926680244399,0.936170212765957,451.0117,442,625.537678207739,442
2.29,5,208,442,884,0.9385,0.0453,0.0162,0.9981,0.999893446989877,0.984547461368653,0.932098765432099,0.9988,0.999893446989877,1,0.932098765432099,450.7892,442,636.022075055188,442
2.3,5,208,442,884,0.9398,0.0449,0.0153,0.997,0.999148755054267,0.982182628062361,0.908496732026144,0.9977,0.999148755054267,0.997772828507795,0.908496732026144,451.291,442,648.926503340757,442
2.31,5,208,442,884,0.9406,0.0443,0.0151,0.9978,0.999681054645971,0.977426636568849,0.940397350993378,0.9988,0.999681054645971,1,0.940397350993378,451.1139,442,647.731376975169,442
2.32,5,208,442,884,0.9386,0.0451,0.0163,0.998,0.999573833368847,0.984478935698448,0.94478527607362,0.9987,0.999573833368847,1,0.94478527607362,451.218,442,646.390243902439,442
2.33,5,208,442,884,0.9453,0.042,0.0127,0.9983,0.999682640431609,0.985714285714286,0.937007874015748,0.9988,0.999682640431609,0.997619047619048,0.937007874015748,450.5004,442,644.390476190476,442
